anchor_log10,x,h,max_p_h,S_inf,pi_h,li2_x,sqrt_x,sigma_pred_pois,S_30,r_30,S_50,r_50,S_100,r_100,S_200,r_200,S_500,r_500,S_1000,r_1000,S_2000,r_2000,S_5000,r_5000,r_inf
8,153992653,14,7,1.584388,774458,488747.458854,12409.377623,879.980559,1.584388,92.216173,1.584388,92.216173,1.584388,92.216173,1.584388,92.216173,1.584388,92.216173,1.584388,92.216173,1.584388,92.216173,1.584388,92.216173,92.216173
8,153992653,22,11,1.467026,716761,488747.458854,12409.377623,846.761687,1.467026,-244.355395,1.467026,-244.355395,1.467026,-244.355395,1.467026,-244.355395,1.467026,-244.355395,1.467026,-244.355395,1.467026,-244.355395,1.467026,-244.355395,-244.355395
8,153992653,30,5,3.520863,1720013,488747.458854,12409.377623,1311.797566,3.520863,-799.852949,3.520863,-799.852949,3.520863,-799.852949,3.520863,-799.852949,3.520863,-799.852949,3.520863,-799.852949,3.520863,-799.852949,3.520863,-799.852949,-799.852949
8,153992653,38,19,1.397990,682835,488747.458854,12409.377623,826.597802,1.397990,-428.926906,1.397990,-428.926906,1.397990,-428.926906,1.397990,-428.926906,1.397990,-428.926906,1.397990,-428.926906,1.397990,-428.926906,1.397990,-428.926906,-428.926906
8,153992653,42,7,3.168777,1548154,488747.458854,12409.377623,1244.480441,3.168777,-577.567654,3.168777,-577.567654,3.168777,-577.567654,3.168777,-577.567654,3.168777,-577.567654,3.168777,-577.567654,3.168777,-577.567654,3.168777,-577.567654,-577.567654
8,153992653,46,23,1.383196,675431,488747.458854,12409.377623,822.212637,1.383196,-602.620801,1.383196,-602.620801,1.383196,-602.620801,1.383196,-602.620801,1.383196,-602.620801,1.383196,-602.620801,1.383196,-602.620801,1.383196,-602.620801,-602.620801
8,153992653,58,29,1.369225,669538,488747.458854,12409.377623,818.049509,1.369225,333.001631,1.369225,333.001631,1.369225,333.001631,1.369225,333.001631,1.369225,333.001631,1.369225,333.001631,1.369225,333.001631,1.369225,333.001631,333.001631
8,153992653,62,31,1.365852,667636,488747.458854,12409.377623,817.041437,1.320324,22331.180144,1.365852,79.289804,1.365852,79.289804,1.365852,79.289804,1.365852,79.289804,1.365852,79.289804,1.365852,79.289804,1.365852,79.289804,79.289804
8,153992653,78,13,2.880706,1407552,488747.458854,12409.377623,1186.565543,2.880706,-385.788776,2.880706,-385.788776,2.880706,-385.788776,2.880706,-385.788776,2.880706,-385.788776,2.880706,-385.788776,2.880706,-385.788776,2.880706,-385.788776,-385.788776
8,153992653,82,41,1.354178,661162,488747.458854,12409.377623,813.542314,1.320324,15857.180144,1.354178,-689.097288,1.354178,-689.097288,1.354178,-689.097288,1.354178,-689.097288,1.354178,-689.097288,1.354178,-689.097288,1.354178,-689.097288,-689.097288
8,153992653,106,53,1.346212,657866,488747.458854,12409.377623,811.146014,1.320324,12561.180144,1.320324,12561.180144,1.346212,-91.855539,1.346212,-91.855539,1.346212,-91.855539,1.346212,-91.855539,1.346212,-91.855539,1.346212,-91.855539,-91.855539
8,153992653,158,79,1.337471,653393,488747.458854,12409.377623,808.508133,1.320324,8088.180144,1.320324,8088.180144,1.337471,-292.401932,1.337471,-292.401932,1.337471,-292.401932,1.337471,-292.401932,1.337471,-292.401932,1.337471,-292.401932,-292.401932
8,153992653,198,11,2.934053,1434669,488747.458854,12409.377623,1197.501863,2.934053,658.289209,2.934053,658.289209,2.934053,658.289209,2.934053,658.289209,2.934053,658.289209,2.934053,658.289209,2.934053,658.289209,2.934053,658.289209,658.289209
8,153992653,218,109,1.332663,651357,488747.458854,12409.377623,807.053719,1.320324,6052.180144,1.320324,6052.180144,1.320324,6052.180144,1.332663,21.293977,1.332663,21.293977,1.332663,21.293977,1.332663,21.293977,1.332663,21.293977,21.293977
8,153992653,302,151,1.329185,650080,488747.458854,12409.377623,805.999829,1.320324,4775.180144,1.320324,4775.180144,1.320324,4775.180144,1.329185,444.275313,1.329185,444.275313,1.329185,444.275313,1.329185,444.275313,1.329185,444.275313,444.275313
8,153992653,398,199,1.327026,647535,488747.458854,12409.377623,805.344944,1.320324,2230.180144,1.320324,2230.180144,1.320324,2230.180144,1.327026,-1045.478840,1.327026,-1045.478840,1.327026,-1045.478840,1.327026,-1045.478840,1.327026,-1045.478840,-1045.478840
8,153992653,502,251,1.325626,647515,488747.458854,12409.377623,804.920124,1.320324,2210.180144,1.320324,2210.180144,1.320324,2210.180144,1.320324,2210.180144,1.325626,-381.405478,1.325626,-381.405478,1.325626,-381.405478,1.325626,-381.405478,-381.405478
8,153992653,606,101,2.667320,1302275,488747.458854,12409.377623,1141.773226,2.640647,11665.360289,2.640647,11665.360289,2.640647,11665.360289,2.667320,-1371.100719,2.667320,-1371.100719,2.667320,-1371.100719,2.667320,-1371.100719,2.667320,-1371.100719,-1371.100719
8,153992653,802,401,1.323633,646595,488747.458854,12409.377623,804.314693,1.320324,1290.180144,1.320324,1290.180144,1.320324,1290.180144,1.320324,1290.180144,1.323633,-327.125169,1.323633,-327.125169,1.323633,-327.125169,1.323633,-327.125169,-327.125169
8,153992653,1006,503,1.322959,646473,488747.458854,12409.377623,804.109976,1.320324,1168.180144,1.320324,1168.180144,1.320324,1168.180144,1.320324,1168.180144,1.320324,1168.180144,1.322959,-119.853428,1.322959,-119.853428,1.322959,-119.853428,-119.853428
8,153992653,1198,599,1.322535,645604,488747.458854,12409.377623,803.981177,1.320324,299.180144,1.320324,299.180144,1.320324,299.180144,1.320324,299.180144,1.320324,299.180144,1.322535,-781.732452,1.322535,-781.732452,1.322535,-781.732452,-781.732452
8,153992653,2018,1009,1.321635,646387,488747.458854,12409.377623,803.707434,1.320324,1082.180144,1.320324,1082.180144,1.320324,1082.180144,1.320324,1082.180144,1.320324,1082.180144,1.320324,1082.180144,1.321635,441.361058,1.321635,441.361058,441.361058
8,153992653,3030,101,3.556427,1737878,488747.458854,12409.377623,1318.406159,3.520863,17065.147051,3.520863,17065.147051,3.520863,17065.147051,3.556427,-316.800958,3.556427,-316.800958,3.556427,-316.800958,3.556427,-316.800958,3.556427,-316.800958,-316.800958
8,153992653,4006,2003,1.320983,645230,488747.458854,12409.377623,803.509372,1.320324,-74.819856,1.320324,-74.819856,1.320324,-74.819856,1.320324,-74.819856,1.320324,-74.819856,1.320324,-74.819856,1.320324,-74.819856,1.320983,-397.311020,-397.311020
8,177827941,2,0,1.320324,732742,555290.795682,13335.214321,856.249707,1.320324,-421.560001,1.320324,-421.560001,1.320324,-421.560001,1.320324,-421.560001,1.320324,-421.560001,1.320324,-421.560001,1.320324,-421.560001,1.320324,-421.560001,-421.560001
8,177827941,6,3,2.640647,1465647,555290.795682,13335.214321,1210.919948,2.640647,-680.120003,2.640647,-680.120003,2.640647,-680.120003,2.640647,-680.120003,2.640647,-680.120003,2.640647,-680.120003,2.640647,-680.120003,2.640647,-680.120003,-680.120003
8,177827941,14,7,1.584388,880157,555290.795682,13335.214321,937.974558,1.584388,360.727998,1.584388,360.727998,1.584388,360.727998,1.584388,360.727998,1.584388,360.727998,1.584388,360.727998,1.584388,360.727998,1.584388,360.727998,360.727998
8,177827941,22,11,1.467026,814495,555290.795682,13335.214321,902.566440,1.467026,-131.177779,1.467026,-131.177779,1.467026,-131.177779,1.467026,-131.177779,1.467026,-131.177779,1.467026,-131.177779,1.467026,-131.177779,1.467026,-131.177779,-131.177779
8,177827941,30,5,3.520863,1954321,555290.795682,13335.214321,1398.249916,3.520863,-781.826671,3.520863,-781.826671,3.520863,-781.826671,3.520863,-781.826671,3.520863,-781.826671,3.520863,-781.826671,3.520863,-781.826671,3.520863,-781.826671,-781.826671
8,177827941,38,19,1.397990,775828,555290.795682,13335.214321,881.073679,1.397990,-462.828237,1.397990,-462.828237,1.397990,-462.828237,1.397990,-462.828237,1.397990,-462.828237,1.397990,-462.828237,1.397990,-462.828237,1.397990,-462.828237,-462.828237
8,177827941,42,7,3.168777,1759109,555290.795682,13335.214321,1326.496341,3.168777,-483.544004,3.168777,-483.544004,3.168777,-483.544004,3.168777,-483.544004,3.168777,-483.544004,3.168777,-483.544004,3.168777,-483.544004,3.168777,-483.544004,-483.544004
8,177827941,46,23,1.383196,767414,555290.795682,13335.214321,876.399515,1.383196,-662.110478,1.383196,-662.110478,1.383196,-662.110478,1.383196,-662.110478,1.383196,-662.110478,1.383196,-662.110478,1.383196,-662.110478,1.383196,-662.110478,-662.110478
8,177827941,58,29,1.369225,760599,555290.795682,13335.214321,871.962021,1.369225,281.234073,1.369225,281.234073,1.369225,281.234073,1.369225,281.234073,1.369225,281.234073,1.369225,281.234073,1.369225,281.234073,1.369225,281.234073,281.234073
8,177827941,62,31,1.365852,758614,555290.795682,13335.214321,870.887514,1.320324,25450.439999,1.365852,168.937930,1.365852,168.937930,1.365852,168.937930,1.365852,168.937930,1.365852,168.937930,1.365852,168.937930,1.365852,168.937930,168.937930
8,177827941,78,13,2.880706,1598814,555290.795682,13335.214321,1264.764636,2.880706,-815.585458,2.880706,-815.585458,2.880706,-815.585458,2.880706,-815.585458,2.880706,-815.585458,2.880706,-815.585458,2.880706,-815.585458,2.880706,-815.585458,-815.585458
8,177827941,82,41,1.354178,751250,555290.795682,13335.214321,867.157786,1.320324,18086.439999,1.354178,-712.625643,1.354178,-712.625643,1.354178,-712.625643,1.354178,-712.625643,1.354178,-712.625643,1.354178,-712.625643,1.354178,-712.625643,-712.625643
8,177827941,106,53,1.346212,747676,555290.795682,13335.214321,864.603560,1.320324,14512.439999,1.320324,14512.439999,1.346212,136.683920,1.346212,136.683920,1.346212,136.683920,1.346212,136.683920,1.346212,136.683920,1.346212,136.683920,136.683920
8,177827941,158,79,1.337471,742428,555290.795682,13335.214321,861.791834,1.320324,9264.439999,1.320324,9264.439999,1.337471,-257.164677,1.337471,-257.164677,1.337471,-257.164677,1.337471,-257.164677,1.337471,-257.164677,1.337471,-257.164677,-257.164677
8,177827941,198,11,2.934053,1630178,555290.795682,13335.214321,1276.421700,2.934053,925.644441,2.934053,925.644441,2.934053,925.644441,2.934053,925.644441,2.934053,925.644441,2.934053,925.644441,2.934053,925.644441,2.934053,925.644441,925.644441
8,177827941,218,109,1.332663,739940,555290.795682,13335.214321,860.241568,1.320324,6776.439999,1.320324,6776.439999,1.320324,6776.439999,1.332663,-75.555889,1.332663,-75.555889,1.332663,-75.555889,1.332663,-75.555889,1.332663,-75.555889,-75.555889
8,177827941,302,151,1.329185,738881,555290.795682,13335.214321,859.118223,1.320324,5717.439999,1.320324,5717.439999,1.320324,5717.439999,1.329185,796.879193,1.329185,796.879193,1.329185,796.879193,1.329185,796.879193,1.329185,796.879193,796.879193
8,177827941,398,199,1.327026,735826,555290.795682,13335.214321,858.420178,1.320324,2662.439999,1.320324,2662.439999,1.320324,2662.439999,1.327026,-1059.202438,1.327026,-1059.202438,1.327026,-1059.202438,1.327026,-1059.202438,1.327026,-1059.202438,-1059.202438
8,177827941,502,251,1.325626,735775,555290.795682,13335.214321,857.967361,1.320324,2611.439999,1.320324,2611.439999,1.320324,2611.439999,1.320324,2611.439999,1.325626,-332.991969,1.325626,-332.991969,1.325626,-332.991969,1.325626,-332.991969,-332.991969
8,177827941,606,101,2.667320,1479860,555290.795682,13335.214321,1217.020339,2.640647,13532.879997,2.640647,13532.879997,2.640647,13532.879997,2.667320,-1278.505053,2.667320,-1278.505053,2.667320,-1278.505053,2.667320,-1278.505053,2.667320,-1278.505053,-1278.505053
8,177827941,802,401,1.323633,734695,555290.795682,13335.214321,857.322030,1.320324,1531.439999,1.320324,1531.439999,1.320324,1531.439999,1.320324,1531.439999,1.323633,-306.062658,1.323633,-306.062658,1.323633,-306.062658,1.323633,-306.062658,-306.062658
8,177827941,1006,503,1.322959,734360,555290.795682,13335.214321,857.103821,1.320324,1196.439999,1.320324,1196.439999,1.320324,1196.439999,1.320324,1196.439999,1.320324,1196.439999,1.322959,-266.960321,1.322959,-266.960321,1.322959,-266.960321,-266.960321
8,177827941,1198,599,1.322535,733698,555290.795682,13335.214321,856.966534,1.320324,534.439999,1.320324,534.439999,1.320324,534.439999,1.320324,534.439999,1.320324,534.439999,1.322535,-693.639666,1.322535,-693.639666,1.322535,-693.639666,-693.639666
8,177827941,2018,1009,1.321635,734293,555290.795682,13335.214321,856.674750,1.320324,1129.439999,1.320324,1129.439999,1.320324,1129.439999,1.320324,1129.439999,1.320324,1129.439999,1.320324,1129.439999,1.321635,401.372908,1.321635,401.372908,401.372908
8,177827941,3030,101,3.556427,1974291,555290.795682,13335.214321,1405.294040,3.520863,19188.173329,3.520863,19188.173329,3.520863,19188.173329,3.556427,-560.340071,3.556427,-560.340071,3.556427,-560.340071,3.556427,-560.340071,3.556427,-560.340071,-560.340071
8,177827941,4006,2003,1.320983,733236,555290.795682,13335.214321,856.463635,1.320324,72.439999,1.320324,72.439999,1.320324,72.439999,1.320324,72.439999,1.320324,72.439999,1.320324,72.439999,1.320324,72.439999,1.320983,-293.958582,-293.958582
