direction,c,n_on_line,n_primes,density,n_quadratics,quadratics,hl_constants,hl_mean,hl_max,predicted_density_x_logN
"(1, -1)",94,222,20,0.09009009009009009,2,"[(4, 376, 8931), (4, 388, 9315)]","[1.1645, 0.9147]",1.0395834342629704,1.164484396383372,0.5197917171314852
"(1, -1)",136,180,20,0.1111111111111111,2,"[(4, 544, 18633), (4, 556, 19185)]","[1.5045, 0.9751]",1.2398024905007161,1.5044993225874153,0.6199012452503581
"(1, -1)",142,174,20,0.11494252873563218,2,"[(4, 568, 20307), (4, 580, 20883)]","[1.145, 1.0769]",1.1109319611468054,1.144991601242905,0.5554659805734027
"(1, 1)",-220,97,20,0.20618556701030927,2,"[(4, 878, 48401), (4, 890, 49287)]","[5.0444, 1.146]",3.0952099791661074,5.044448345084285,1.5476049895830537
"(1, -1)",-204,113,19,0.168141592920354,2,"[(4, 812, 41413), (4, 824, 42233)]","[1.421, 3.4725]",2.446757785050133,3.4725247401228803,1.2233788925250666
"(1, -1)",88,228,19,0.08333333333333333,2,"[(4, 352, 7833), (4, 364, 8193)]","[0.6943, 1.1756]",0.9349507388673111,1.1756448886998783,0.46747536943365553
"(1, -1)",180,135,19,0.14074074074074075,2,"[(4, 720, 32581), (4, 732, 33309)]","[1.7004, 2.3433]",2.0218456962697813,2.3432570072420855,1.0109228481348906
"(1, -1)",194,121,19,0.15702479338842976,2,"[(4, 776, 37831), (4, 788, 38615)]","[1.3942, 2.4909]",1.942582842485005,2.490947413634539,0.9712914212425025
"(1, -1)",204,111,19,0.17117117117117117,2,"[(4, 816, 41821), (4, 828, 42645)]","[2.5233, 1.4137]",1.9684656716094242,2.5232572689070834,0.9842328358047121
"(1, -1)",242,73,19,0.2602739726027397,2,"[(4, 968, 58807), (4, 980, 59783)]","[2.2271, 3.3327]",2.779884914509645,3.3327041729040765,1.3899424572548225
"(1, 1)",-230,87,19,0.21839080459770116,2,"[(4, 918, 52901), (4, 930, 53827)]","[0.9488, 3.3167]",2.13274870450051,3.3167232164435716,1.066374352250255
"(1, 1)",-222,95,19,0.2,2,"[(4, 886, 49285), (4, 898, 50179)]","[2.0242, 1.7661]",1.8951412192411476,2.0241733823152797,0.9475706096205738
"(1, 1)",-212,105,19,0.18095238095238095,2,"[(4, 846, 44945), (4, 858, 45799)]","[0.8822, 3.2445]",2.0633550127781235,3.2445097023351988,1.0316775063890617
"(1, 1)",-204,113,19,0.168141592920354,2,"[(4, 814, 41617), (4, 826, 42439)]","[1.4117, 2.3249]",1.868284639304036,2.3248666108574656,0.934142319652018
"(1, 1)",-182,135,19,0.14074074074074075,2,"[(4, 726, 33125), (4, 738, 33859)]","[0.6537, 2.9773]",1.8155100759918013,2.9773383174528423,0.9077550379959006
"(1, -1)",-140,177,18,0.1016949152542373,2,"[(4, 556, 19461), (4, 568, 20025)]","[0.9241, 0.8948]",0.9094413548594896,0.924082783106903,0.4547206774297448
"(1, -1)",-134,183,18,0.09836065573770492,2,"[(4, 532, 17823), (4, 544, 18363)]","[0.7391, 1.1557]",0.9474212802153352,1.1557440734468394,0.4737106401076676
"(1, 1)",-236,81,18,0.2222222222222222,2,"[(4, 942, 55697), (4, 954, 56647)]","[2.14, 3.2036]",2.671783944444747,3.2035900816054235,1.3358919722223734
"(1, 1)",-214,103,18,0.17475728155339806,2,"[(4, 854, 45797), (4, 866, 46659)]","[1.7855, 1.5275]",1.656469647947104,1.785486596039923,0.828234823973552
"(1, 1)",-196,121,18,0.1487603305785124,2,"[(4, 782, 38417), (4, 794, 39207)]","[2.6846, 0.6738]",1.6791944155665397,2.68460973795747,0.8395972077832698
"(1, 1)",-178,139,18,0.12949640287769784,2,"[(4, 710, 31685), (4, 722, 32403)]","[3.2799, 0.6949]",1.987361581244,3.279851067686053,0.993680790622
"(1, 1)",-168,148,18,0.12162162162162163,2,"[(4, 670, 28225), (4, 682, 28903)]","[1.7817, 1.2262]",1.503917844509556,1.7816525248921706,0.751958922254778
"(1, -1)",-244,73,17,0.2328767123287671,2,"[(4, 972, 59293), (4, 984, 60273)]","[1.6591, 2.7311]",2.1951045138907483,2.7311271696254606,1.0975522569453742
"(1, -1)",-234,83,17,0.20481927710843373,2,"[(4, 932, 54523), (4, 944, 55463)]","[1.4779, 3.2595]",2.368703569125681,3.259493954343581,1.1843517845628404
"(1, -1)",-62,255,17,0.06666666666666667,2,"[(4, 244, 3783), (4, 256, 4035)]","[0.9489, 1.0138]",0.9813454629912592,1.0137927929620498,0.4906727314956296
"(1, -1)",148,167,17,0.10179640718562874,2,"[(4, 592, 22053), (4, 604, 22653)]","[0.7826, 1.2398]",1.0111742501943923,1.2397865201904459,0.5055871250971962
"(1, -1)",160,155,17,0.10967741935483871,2,"[(4, 640, 25761), (4, 652, 26409)]","[0.7027, 1.3426]",1.0226568022573028,1.3426247487440908,0.5113284011286514
"(1, -1)",210,105,17,0.1619047619047619,2,"[(4, 840, 44311), (4, 852, 45159)]","[2.1371, 1.7654]",1.9512570123068458,2.1371220309476238,0.9756285061534229
"(1, -1)",248,67,17,0.2537313432835821,2,"[(4, 992, 61753), (4, 1004, 62753)]","[1.5397, 3.8326]",2.68612638127883,3.832597762973639,1.343063190639415
"(1, 1)",-250,67,17,0.2537313432835821,2,"[(4, 998, 62501), (4, 1010, 63507)]","[4.0599, 1.3816]",2.7207115376114674,4.059854047291208,1.3603557688057337
"(1, 1)",-240,77,17,0.22077922077922077,2,"[(4, 958, 57601), (4, 970, 58567)]","[2.2528, 3.2416]",2.7471994590028164,3.241575045317713,1.3735997295014082
"(1, 1)",-224,93,17,0.1827956989247312,2,"[(4, 894, 50177), (4, 906, 51079)]","[0.6065, 2.9024]",1.7544021384917334,2.9023512662473476,0.8772010692458667
"(1, 1)",-210,107,17,0.1588785046728972,2,"[(4, 838, 44101), (4, 850, 44947)]","[2.0538, 1.9237]",1.9887303378286783,2.053758249222479,0.9943651689143391
"(1, 1)",-206,111,17,0.15315315315315314,2,"[(4, 822, 42437), (4, 834, 43267)]","[1.3647, 1.9799]",1.6722837302465532,1.9798758113677506,0.8361418651232766
"(1, 1)",-186,131,17,0.1297709923664122,2,"[(4, 742, 34597), (4, 754, 35347)]","[1.9389, 1.5413]",1.7401201718409394,1.9388991004637695,0.8700600859204697
"(1, 1)",-172,144,17,0.11805555555555555,2,"[(4, 686, 29585), (4, 698, 30279)]","[2.3411, 0.9784]",1.6597764979716831,2.341134407164277,0.8298882489858416
"(1, -1)",-166,151,16,0.10596026490066225,2,"[(4, 660, 27391), (4, 672, 28059)]","[1.6292, 1.6187]",1.6239684011638866,1.6292347584942704,0.8119842005819433
"(1, -1)",-110,207,16,0.07729468599033816,2,"[(4, 436, 11991), (4, 448, 12435)]","[0.8147, 0.8555]",0.8350802404004838,0.8555087477093729,0.4175401202002419
"(1, -1)",4,312,16,0.05128205128205128,2,"[(4, 16, 21), (4, 28, 45)]",[1.0607],1.0606771468057339,1.0606771468057339,0.5303385734028669
"(1, -1)",144,171,16,0.0935672514619883,2,"[(4, 576, 20881), (4, 588, 21465)]",[2.038],2.038012218236149,2.038012218236149,1.0190061091180744
"(1, -1)",154,161,16,0.09937888198757763,2,"[(4, 616, 23871), (4, 628, 24495)]","[0.9872, 0.8348]",0.9109985476284665,0.9871668924453953,0.4554992738142333
"(1, -1)",230,85,16,0.18823529411764706,2,"[(4, 920, 53131), (4, 932, 54059)]","[1.4992, 3.2951]",2.3971317535082486,3.295102721485779,1.1985658767541243
"(1, -1)",236,79,16,0.20253164556962025,2,"[(4, 944, 55933), (4, 956, 56885)]","[1.5752, 2.3434]",1.9593032635535366,2.343445380790042,0.9796516317767683
"(1, -1)",240,75,16,0.21333333333333335,2,"[(4, 960, 57841), (4, 972, 58809)]","[1.6398, 1.8023]",1.7210725598033991,1.8023300519140943,0.8605362799016996
"(1, 1)",-216,101,16,0.15841584158415842,2,"[(4, 862, 46657), (4, 874, 47527)]","[2.0961, 1.2793]",1.6876671495479707,2.096061793990789,0.8438335747739854
"(1, -1)",-146,171,15,0.08771929824561403,2,"[(4, 580, 21171), (4, 592, 21759)]","[0.6618, 1.4781]",1.0699265529341895,1.4780746699531206,0.5349632764670947
"(1, -1)",-116,201,15,0.07462686567164178,2,"[(4, 460, 13341), (4, 472, 13809)]","[0.8073, 1.0512]",0.9292651430424778,1.05122567242485,0.4646325715212389
"(1, -1)",-50,267,15,0.056179775280898875,2,"[(4, 196, 2451), (4, 208, 2655)]",[1.1364],1.1363654224436928,1.1363654224436928,0.5681827112218464
"(1, -1)",64,252,15,0.05952380952380952,2,"[(4, 256, 4161), (4, 268, 4425)]",[0.9664],0.9664187003611079,0.9664187003611079,0.48320935018055394
"(1, -1)",130,186,15,0.08064516129032258,2,"[(4, 520, 17031), (4, 532, 17559)]","[0.66, 0.8812]",0.7706144953259396,0.881236249115076,0.3853072476629698
"(1, -1)",178,137,15,0.10948905109489052,2,"[(4, 712, 31863), (4, 724, 32583)]","[0.8094, 1.2879]",1.0486294576452206,1.2878820263837616,0.5243147288226103
"(1, -1)",234,81,15,0.18518518518518517,2,"[(4, 936, 54991), (4, 948, 55935)]","[3.8254, 1.5822]",2.703794707740642,3.8253694733721337,1.351897353870321
"(1, 1)",-242,75,15,0.2,2,"[(4, 966, 58565), (4, 978, 59539)]","[0.5889, 3.4224]",2.0056566690005497,3.4223919370471667,1.0028283345002749
"(1, 1)",-238,79,15,0.189873417721519,2,"[(4, 950, 56645), (4, 962, 57603)]","[3.6896, 0.6715]",2.1805263807108197,3.6895837897807024,1.0902631903554099
"(1, 1)",-228,89,15,0.16853932584269662,2,"[(4, 910, 51985), (4, 922, 52903)]","[1.5348, 1.5996]",1.5672099687374188,1.599635652012767,0.7836049843687094
"(1, -1)",-238,79,14,0.17721518987341772,2,"[(4, 948, 56407), (4, 960, 57363)]","[2.8359, 2.4258]",2.6308940240473646,2.835939423378152,1.3154470120236823
"(1, -1)",-220,97,14,0.14432989690721648,2,"[(4, 876, 48181), (4, 888, 49065)]","[2.5762, 1.356]",1.9660782774823615,2.576194279447414,0.9830391387411808
"(1, -1)",16,300,14,0.04666666666666667,2,"[(4, 64, 273), (4, 76, 345)]",[0.9813],0.9813424293108987,0.9813424293108987,0.49067121465544933
"(1, -1)",124,192,14,0.07291666666666667,2,"[(4, 496, 15501), (4, 508, 16005)]","[1.0607, 0.9909]",1.025782210731204,1.0606771468057339,0.512891105365602
"(1, 1)",-188,129,14,0.10852713178294573,2,"[(4, 750, 35345), (4, 762, 36103)]","[0.6853, 1.9659]",1.3256104427716455,1.9659431226665456,0.6628052213858228
"(1, -1)",-240,77,13,0.16883116883116883,2,"[(4, 956, 57361), (4, 968, 58325)]","[2.5356, 1.9047]",2.2201634493931746,2.535642613160996,1.1100817246965873
"(1, -1)",-218,99,13,0.13131313131313133,2,"[(4, 868, 47307), (4, 880, 48183)]","[1.5041, 1.4479]",1.4760112222066266,1.5040845424750464,0.7380056111033133
"(1, -1)",-176,141,13,0.09219858156028368,2,"[(4, 700, 30801), (4, 712, 31509)]","[1.0121, 1.2062]",1.109127638244388,1.206168585331136,0.554563819122194
