x,pi_x,K_sustained,sqrt_x,K_log2x,abs_err_at_K_log2x,hit_at_K_log2x,K_log3x,abs_err_at_K_log3x,hit_at_K_log3x,K_5log2x,abs_err_at_K_5log2x,hit_at_K_5log2x,K_sqrtx,abs_err_at_K_sqrtx,hit_at_K_sqrtx,K_halfsqrtx,abs_err_at_K_halfsqrtx,hit_at_K_halfsqrtx
242446.20170823307,21423,-1,492.3882631706742,154,0.08027841119837831,1,1906,1.4405063865233387,0,769,2.1668022724843468,0,492,2.7946892650761583,0,246,1.1268367605880485,0
249709.97860065434,22020,2980,499.70989443941806,154,1.7068458764551906,0,1920,0.784465688830096,0,772,2.2899198306840844,0,500,1.5601397645950783,0,250,0.5631308115152933,0
257191.3809059347,22611,-1,507.14039565581317,155,3.339908311943873,0,1933,0.39031706329842564,1,776,1.5609327793936245,0,507,0.5674863780004671,0,254,2.701708795677405,0
264896.92876105296,23221,-1,514.6813856756945,156,0.3994030888316047,1,1947,0.862046025962627,0,780,0.6431554550181318,0,515,0.5774044052086538,0,257,0.6051424929246423,0
272833.33764867694,23873,-1,522.3345074266844,157,3.3873382250094437,0,1961,0.008512644883012399,1,783,2.49259564235399,0,522,0.5807290364464279,0,261,1.0372126349939208,0
281007.5242497918,24519,-1,530.1014282661308,157,2.73648887962554,0,1975,1.618893464547,0,787,3.3406384314184834,0,530,3.7844254562587594,0,265,1.3433262753060262,0
289426.61247167515,25181,2477,537.9838403443687,158,3.2215097242478805,0,1989,0.552071091839025,0,791,1.8365476491162553,0,538,3.9199218409194145,0,269,4.349773191723216,0
298097.93965647276,25854,2965,545.9834609733822,159,1.3754292414123483,0,2003,0.4408580616545805,1,794,0.8482522346239421,0,546,0.21543634974295855,1,273,0.7704402070303331,0
307029.062975785,26573,2504,554.1020330009492,160,0.4852092938963324,1,2017,0.009085924801183864,1,798,0.7502285382361151,0,554,0.7320170151979255,0,277,1.5155946355807828,0
316227.76601683797,27293,-1,562.3413251903492,160,0.26276122315903194,1,2031,1.376533802063932,0,802,0.13199741486823768,1,562,1.5750805348907306,0,281,0.1669389300259354,1
